restaurant_id,utilisateur_id,nb_compliments,date
M-bM5y8qdE-Z3mfZept1EA,vWP8-aQX0rYJszqkWVL7Ew,0,2011-07-05 20:11:51
8Sqd1E8Jhjt3pbsoyOZ4dQ,2oMkzQcRL7-d7URt3Xo_Xg,0,2015-03-10 18:14:29
XMMLRvV4IMxIGyc4H37LxA,eWAUkO7oncJr9dMdA1GciQ,0,2012-03-11 01:28:40
dj6nbGIqguJDXgz49nmFBw,kaJCbdYCy657hmpY6Eb82w,0,2013-09-28 00:10:30
D3dAx-QW_uuClz4MambeHA,1BjI1-O1gxSt8TRO0yD8Gg,0,2012-11-11 23:24:17
UJewG9UgVXQ7fyP4UHwnxw,3lUEQb9TIxOeAUtvgh7p8w,0,2016-02-05 06:15:05
mnwRtuVQEsIUomBchu0gwg,axGqLJ9UWb7P4sBXafOeeA,0,2011-11-19 22:58:11
Yiw2jUJzUdFmglHZgj4RaQ,UYcmGbelzRa0Q6JqzLoguw,1,2012-12-15 22:01:48
JsAjP49bCk9KjJmmmjyM4w,G_4q8efLbIunMg2G4fmTPw,0,2013-03-20 13:48:41
64dfRmMmUsOdLnkBOtzp4w,G-_KF_Ul4d3WGEa-G0Iq4g,0,2011-06-29 00:29:17
evdJO0v9rvVixieNEnaeJg,zFp22UYxTFPmyFDjkSy7FQ,0,2017-05-27 05:04:14
0w3BdEOxvwKTpypwbN5kiQ,WpZTKVU09--Fb2qFneqkZg,0,2011-11-06 21:59:52
5JY1b7iEWEQTAofZDS6EeQ,JRYKceaF35Lo2QQLOFbjpw,0,2012-07-15 00:38:50
b3vRI8yXNK34hgC0Wd4Iag,BiDYCJxpp6t12KgH3QMb1g,0,2013-02-14 20:20:12
I6u-OhmI_IUltexEOSCKzg,US5TnFHzeZLWHgwzArQJrw,0,2012-01-12 07:46:26
K7lWdNUhCbcnEvI0NhGewg,u69_aHDTcGpLTAxwxFPHsw,0,2011-11-22 00:50:35
0_aeYE2-VbsZts_UpILgDw,mi0x6e2WLnq0J_MtQnwdGQ,0,2017-11-28 04:03:47
0Buxoc0cRqjpvkezo3bqog,TE4-kgI2fOf6775LEpAphg,0,2012-12-04 02:08:38
kJAmLFgiIjtjULunpr3NNg,WTPhHVSc3zhXf5oy4GTLIg,0,2016-01-18 23:16:02
fSFzgt_QzJRUN0qNzTAwig,WJKocp9RE0KatUwh3_DkGg,0,2010-11-12 03:58:42
cHdJXLlKNWixBXpDwEGb_A,rFf7Gkbot7Jdz6BBbcsLcA,0,2015-07-12 22:27:59
nllcfGu2ayswvSx2aY3kiA,9VSF4TdGoqX69qWTMuKwaA,0,2010-10-24 00:45:38
5NUHLYoZS_iCp2JSt5tQZQ,UAyyMVe_l1t6fKB9ORemGw,0,2012-02-07 20:48:17
zdE82PiD6wquvjYLyhOJNA,CLBDMeEs5mONY5uXZ2QRNQ,0,2011-10-15 00:56:26
c0exbGNQvCDJZLorPeYY7Q,0xUJ54dIGd7xlZy_-2jMvA,0,2014-04-17 03:27:50
YCEZLECK9IToE8Mysorbhw,ztKdCT5La4wX8pOPutJBJQ,0,2012-02-22 02:40:24
OjApDLQUPV8c_yPCg8xZog,FtrEWB3-7dbpWZd4FppEvQ,0,2015-06-27 01:38:49
63bHLJUomC22Xdm3IjgBtw,UkLiM2r9UcVXdx81JPGZyg,0,2017-02-15 00:58:29
lG759ODx7tj6wbS7rYip1g,9WIeWh90iyB_tgvhe1hlWA,0,2013-04-07 22:30:15
Qy_tDaVTWlS14fEglzo1Tg,o68A_3bAJTge-ioGXHdxKA,0,2011-01-15 16:22:33
dNjgjAoJSJsvgc5g6nQnnw,21GyRIrmYEswHW0Ih_igeg,0,2014-04-06 07:40:43
0_aeYE2-VbsZts_UpILgDw,DbTvYKEOTUGpTpB6BWAhRw,0,2017-07-29 23:09:48
o1Pjim5n8xJjjAE_v4RiHA,f1XbbdfPcBz7JeF1RzMG_A,0,2014-11-04 17:52:31
C8_zdU7zGLUK3uC4e5AepQ,uQSnFzTJWZoPQbm_yn6PgA,0,2016-03-11 00:34:36
jCR-xC4NqoEajjmstqX8sA,lsZlV02ZdqEzR-qILdT7Cw,0,2013-03-23 05:14:19
8L_eeOwZryvlUEO42Zq8nQ,uEvusDwoSymbJJ0auR3muQ,0,2013-03-14 22:49:06
A5Rkh7UymKm0_Rxm9K2PJw,vPJ2viVSZ2761UMxYMqwfQ,0,2011-11-08 08:38:43
QhAmKLX_0AgQe5HLxode9Q,SRUM8Gf5UZBWRTdCjucQ8A,0,2016-06-30 13:54:57
K6XIGkyk7-fuOQtA8i7p6A,k58KNO8Rya-q8njKq8-uBQ,0,2014-06-20 00:09:34
5shgJB7a-2_gdnzc0gsOtg,1dQiuUvvK8427TBmqj_4Vg,0,2013-03-02 23:47:26
f30-DOoIxvoV9btiDvKMTw,DAo7sRTH8c1SqGbngA85tg,0,2016-10-04 09:17:01
TwVFGd4kan9K6ptwGaZdOQ,RQlnSCjuqMnhR3Qk6j4KoA,0,2014-12-08 02:30:12
W6HgKXp-gXozKjOqGqIOXg,mwpK4sBoKF4by1BnREP19w,0,2017-07-16 05:38:50
hroo5nOO8b9QhHX0GLg7oA,Tdv7HZa4Hyjm-X0MtNmeag,0,2016-05-23 05:56:58
MgbjD3OrQpFRIop1jQ9NvA,yis0tDX83YnFLzUbKZ_KFg,0,2012-06-08 02:14:12
1jNteKQ2JuF6Sk1SI9X23Q,9GU6jb_nmq-cUcpqbfk_Fw,0,2013-06-05 23:13:34
JyxHvtj-syke7m9rbza7mA,sa5zd7bwBQzajQB48Y9SUw,0,2011-06-12 01:26:36
c5TOGBUCCUUNBPM7h_KbmQ,rzcuN6-bBV2CSNalODR0oA,0,2011-12-15 20:22:36
_OTl6V2oUfMMmoDWD2nXVg,syA7uYoDjohc7gWBWaEZmw,0,2011-10-25 18:09:51
xo1FxmxwWAXIVZ1MO222dg,g89D3f_9GnTzHPNoxIpuKQ,0,2013-04-02 12:38:29
NNs2v3f6FIdZ7cSu3LRaHw,-9RU4LuI_TfYgv9rBijJoQ,0,2017-02-07 01:05:55
4jW0WayNHn1BDLYn7JbL_Q,3veBSoBy236fU_GOUihqaA,0,2011-10-28 21:59:08
4VkLiFoIEjTTpbCRgxjnCQ,bu3qhZXlxkWir0EzC2txBQ,0,2014-05-21 02:35:58
yrZrnWdBR4pE21vcgv8KHw,JF6qFVtvsx7Vf4exlDAjdA,0,2014-04-06 21:09:07
QJatAcxYgK1Zp9BRZMAx7g,85P6q6BnqqJGJxCGR_M4yg,0,2015-07-28 04:01:25
bpRo8L8dkhgbJhdIKa9mwA,h32Yu6miib8bmrYPZBFxXA,0,2012-06-30 04:48:02
86AlQmjMfkxZgH5UquSOPg,UyuWAvDcLp4zU1Wfc1PNXg,0,2011-02-26 17:27:33
E8ugJa02FVCgfnjqV817iw,bpM87e5gh2u3-Sw48PVjkw,0,2012-09-05 19:30:01
naX46MT7k6aDVB-j1jhBEg,IXSTfBSe56Z0RvYg4Cfn2w,0,2016-12-31 18:01:18
kQ9gVGp5R_jZwLi0-q8PZQ,Y109iXUmmcVwziHIes48sg,0,2014-02-19 18:22:28
hroo5nOO8b9QhHX0GLg7oA,VDnD3RKPGjIA66cAULW9iQ,0,2012-04-28 08:57:16
y-ytZFbfRWvYma9P4g7AYA,5-t2GXKX1FqW7U9MV2eUWQ,0,2014-03-21 02:23:33
gTlKDwjfiNvCc5mnl8p1NQ,83FDtYczOV7slpCCVcqaVw,0,2013-07-06 18:31:19
XeDLyY2a7nZ3IEY4RYslXA,YDkC5VVT8s9NlIZtAr8NUA,0,2011-09-09 01:47:08
UMqfeCItzQ2glr4d9apGlA,46TNf-5T5EcNFRJPYv_nrw,0,2013-10-05 03:12:01
tMYYSWyTppDcF070Hmy-kQ,Q7IoE5m2heQKThuVq3SYFA,0,2016-11-29 20:33:23
p5rpYtxS5xPQjt3MXYVEwA,l-TGsgKkBa5KMpG9Qc78eA,0,2012-01-18 04:06:29
SAfuIUZMXrOnb3LWyvYjDA,eTmQbq9ZrL3mvhA55ppmHQ,0,2012-12-15 03:41:49
mnwRtuVQEsIUomBchu0gwg,lC97Y25jUV0DVCCAtR5rkQ,0,2012-02-14 15:09:14
PVTfzxu7of57zo1jZwEzkg,_5yOgduC1oD2Nin0iNUpeQ,0,2011-05-22 19:47:26
eR7Iw_X54m3YLWkXp9y35Q,SHNeOoHDz8SnF0insLurhw,0,2014-02-11 04:12:33
gC817zVyUFrY-eMY95Bejw,sTCo8pWWk7QnWw7sT81UvA,0,2013-03-23 20:24:24
iAu8s96GKQ73Xe7j_2GyCQ,ZdtXMi2_ZtjEgHkmuWAXHA,0,2015-02-18 04:13:54
D3tXmFzqLD3mGzYnp5vp7w,msbNF-OYhHH6FJ_oQy1-cA,0,2012-03-12 01:53:47
9O-L6F0cMfNmE5i07pN_xQ,MQwSyZ2MZ6N7rtAmphZCow,0,2017-11-20 05:51:43
Po0QGzgwFrfnGJEi_akCjA,NmJdxBB81JduuoalTUjqNQ,0,2013-01-05 22:06:38
8SwMaPL6AJIs1ZPSZ3NJ4w,lv4lkHcCH2nVBfR9TyQG4A,0,2017-12-05 04:35:45
0QHMAUi6NdOUZ1ckXq0-sA,3beJeSIOvcmKXuW9E30e-Q,0,2011-02-17 04:00:16
hgeXEGD9lRX4ohj7afSJnw,HWjBURhNg5wzJO_xVsEfcg,0,2016-09-18 16:17:45
Q5olb1x6FGk2oLAlc9p5Lg,vr6yQzmtC1MNM57tjJ-J0Q,0,2013-12-28 07:14:18
qqs7LP4TXAoOrSlaKRfz3A,tGnRCFvDip0lerDKtRSa6A,0,2013-04-07 04:10:57
SJVrnBT80VtUScxxIofB-A,ju5QIg3E6QbcZhtG-gF6Qw,0,2017-04-16 02:39:30
5MlgZwfmaegOL7_FJ3b7lA,5PTZFJ0etDjWN3BvbqNDVg,0,2015-01-10 21:44:37
JA5GJINnaQQxKfoTUOBAOQ,US5TnFHzeZLWHgwzArQJrw,0,2011-09-30 15:05:03
LUDX--wfStrKavGyitk4nA,1COjdu-49JipdkSIoHXUHg,0,2013-07-13 02:59:58
cXgXRqB40CGHEMKQgxLDTg,vEgpx6OOoBXDuI577ygvrg,0,2014-11-03 13:16:55
BnpuVvPy3sfLlkqKCx6Xnw,m-BZLIIh5PCAKnzH0qj_0Q,1,2014-01-05 06:26:28
BjoG1A78mIEl6on-HNSilw,-HAHTQeOzHX5TCDb7qs9Yw,0,2012-04-16 02:26:26
SuRxV4YkPsvyyqK57On0rQ,ghZ5K6OnX_qnMfv5Ud-u7g,0,2012-03-07 20:54:30
SuRxV4YkPsvyyqK57On0rQ,q9jCDNZDRUYl2Pwlgxocig,0,2012-11-21 18:56:53
ps8lgiZlaV3pir3T0qVOyg,YdS7NVnEhK0gTypX2kMc9A,0,2011-01-07 03:33:14
elqbBhBfElMNSrjFqW3now,qnfLeoTKD45gKVoDu6ZWiw,0,2010-09-15 03:47:00
7cK9uEV09iPmsTqOqmY3kQ,CbHXrH-CHM8egdKYAxqaPQ,0,2012-03-09 00:29:49
hh-N1r9O1JpvzGw1mp0bKw,RUa2_2yuSwJtU7sTXz-omA,0,2014-02-18 16:59:21
UE3AvVnaPEBPneVahYT2eA,JbF91KC0BU2zkuxufDTsDw,0,2012-06-23 03:32:18
urSuLlkYXXI5uwtKIxl9ew,yGsBwYN7zipUF7iS-IldyQ,0,2016-12-20 21:55:16
hgeXEGD9lRX4ohj7afSJnw,esbI2Agd2CiotrR7n59K-w,0,2016-07-22 13:30:07
A9IUE1W6TfVXfSC6LkrWCw,aUDx4w9Zes6_1eVYw5sIfA,0,2015-06-04 23:44:27
UvF68aNDfzCWQbxO6-647g,rt3PC7WCgCKsoufmQJELfw,0,2011-06-05 02:06:05
-QIQLK8RR6rl7v19cAQQHg,z5SsgFBkXP5TnINhXumcFg,0,2011-09-17 00:20:21
G8k2E3oYHHl2o4lNJQwR-g,OEhvAJ8L1HANuypeKho-OQ,0,2015-07-03 21:14:32
YhLrPdDWKd26l-fIGewO1w,74goFJSWzAwmk69XfPqEag,0,2013-02-12 19:21:44
k1c_bC3DK6mKg797vH1T8w,PjoSwmHj3QL5U5lDtjM3KA,0,2013-08-26 02:23:41
QJatAcxYgK1Zp9BRZMAx7g,WhBwqZeQ7Xte3Tof9DrdPg,0,2015-11-18 18:02:09
K0gZ9EQrzbVY_S8eY2GNsw,NAcOrPUT_8kze3cXhym_SQ,0,2017-01-04 16:51:29
XMMLRvV4IMxIGyc4H37LxA,It3Vjr91d2M1kztL7rW9sQ,0,2011-11-05 23:39:00
pHJu8tj3sI8eC5aIHLFEfQ,mINtyiOkNfxUgPGHEUw1rQ,0,2014-05-05 03:37:12
4tiFtmGNFcvKRSPXPVT8Hw,EG6qatWgJ2WTJnzBCCH_Dg,0,2014-08-20 22:23:54
jtQARsP6P-LbkyjbO1qNGg,7Xbgbb6-zHxeRrUYqyMSdQ,0,2017-08-31 04:56:19
pxuklyPyDzYNxDndthhVew,dgTyzURwVLZc-MN3VcGdow,0,2014-06-30 15:01:20
vl1aHp6pvnSmpoRQShWLjg,vD9hqKHYXezL1ONv5G2unQ,0,2013-12-01 22:45:28
4ugJ4F8jDJ9-2dEiZ47wLg,WSxaTtNfAf398_OeXc-v2A,0,2011-03-28 00:09:10
ubz4CaZXagQuGv2N9gFAdw,DyQpYGALYV-WmKfb5rThGw,0,2012-08-30 05:59:35
6V_7ldr9tjmet0BdAnC34A,0A9i7xt77g1PYS7j219XcQ,0,2010-07-11 05:36:44
qRymrsLmlA34bC8PvNoujg,3Qv2rjPXC2eNKyV5lh3J_g,0,2013-07-08 01:30:17
FVgHb9w4pnkRBV5bZYJaZA,S6NV39MCXIzA01LermOv_w,0,2017-01-29 20:41:28
vM92DKxz5XJGm6Q5brHuGA,Y_R3mRupfUQC_lbwP8_sZA,0,2014-05-30 01:40:39
7oEKIG7d1ttPRejppZ3WIA,Oxe8DXjBOi6C-cR2w64zOg,0,2014-06-01 18:34:44
64dfRmMmUsOdLnkBOtzp4w,hmG0UtYjQgUPcXXE4lqvPQ,0,2013-03-03 17:52:02
N0l-6kdgRXEskiGw3ab05A,TXNz99TfLtgkQ50aw-Zy0Q,0,2015-07-20 02:16:29
pomGBqfbxcqPv14c3XH-ZQ,KrT4LHYdRt-m1DMPtVKN4w,0,2013-09-28 00:27:50
0URIvKxCNT-AVgtdYFAX8w,I-4iwDrb5NWIP5kvdhRehA,0,2011-06-21 19:04:08
htVvtLIFftBLqzRISjReDw,rGd8YUtvhSdMm8-9cMdQ4Q,0,2017-11-18 17:13:11
xtYiHTmunjfCN2sUaQxBjA,Wi0VgIrbb8vqU6weyVw6tg,0,2011-09-22 06:59:24
F06m2yQSPHIrb1IT7heYeQ,WJhQpdUHoFCtpU6gHFjVlQ,0,2017-09-14 20:51:34
awI4hHMfa7H0Xf0-ChU5hg,uERlyO-ASZag6XXouCrkhg,0,2016-06-02 14:39:03
RhEvP5flF6KoPriMHmVYGg,aD263WOD4RShoqgvVhcKqQ,0,2014-06-30 05:42:16
UvF68aNDfzCWQbxO6-647g,fsSoxUdFiCB4dj3Gdu6OYg,0,2013-10-04 19:04:06
Ocquw2_SSDlqwoAhEVek0g,okgTPcVGlOgoooTV_KzeDA,0,2012-06-15 00:12:38
JWDiG0nSsM7GQ9QFRTxU9w,-0HhZbPBlB1YZx3BhAfaEA,0,2012-03-24 01:17:23
ntfDRwVlUb3nmWdMdPjq0Q,KDBSsz75ScsujtlDj7gamQ,0,2013-07-04 21:17:34
EnCIojgP5KTr1leaysFE3A,MjxvMgTOC0is2p5NDY4kAw,0,2015-09-18 03:33:54
5yZ1XmDcOEsElDeb9PlPDQ,hYjzYrSRNwHif4v2RTvAlg,0,2015-11-21 20:39:40
64_y0ZgHl34uOzHNnSnd1g,4IZxXA8XxeUXEjNf6yZamw,0,2015-09-25 23:57:17
ug37mkQLQ-5LttHpMr28IQ,tR9RmjMEev4gpTFdV9wsVQ,0,2015-11-05 21:06:43
m4_qthbDlYptibVQ1SCvNA,uRMslpetVek6hMAgSrTYCA,0,2014-02-26 21:42:58
eszo5NGbX8Cn2gfuUj3gAQ,JZsDEj8EnFppjzoAFKm-mQ,0,2012-06-21 07:00:18
mfQfNIb3TYeBSxsN1WD8eA,iSC96O2NjQc3JExGUHQG0Q,0,2011-11-24 20:28:36
JyxHvtj-syke7m9rbza7mA,ZlgmfdzsNpa8zD6NmSrcVA,0,2012-02-04 01:44:59
eduRavkml8awmPachSZXuw,Cnqj6mA2oxx2KKlzvlYBjw,0,2015-03-28 02:41:39
leXt81sCi1dyH1RF7nT3ig,pm7K54T6OmsDHREtiVBWGQ,0,2015-02-11 03:48:23
3GEEy7RP6e4bT4LAiWFMFQ,H3wPBzQCKCKiHcV7GZK4kg,0,2014-01-02 01:21:34
v1AE1LLWDOqe8ubOzqKADg,h9paMdkJXIe7nFlQwan1Zg,0,2015-07-27 04:45:54
v1AE1LLWDOqe8ubOzqKADg,kkYsGbpZadE9skXgf9m9lw,0,2011-12-17 17:51:01
KJ6DuC0Jve9hAtzM2SGNOQ,QfIrsFGWDcJ1fdF5ESMtUQ,0,2018-02-24 02:52:36
awI4hHMfa7H0Xf0-ChU5hg,LTCxnnAQGaGZPHZx4KbvGA,0,2016-10-05 06:46:11
XZxJ4fG-4a3PP9VP5jvDWw,A4Yjix9J6X13UW1Vx8JjoA,0,2012-12-16 00:32:04
gBfPyzPRmeOaj3SdcIj0Rw,zpnDr3EBaVU8QPNHE3eDbg,0,2011-03-15 23:33:04
K3wUWHOPhAmIJ5naMVzylA,ksYpOznbD-22wYpTiacHwA,0,2012-02-28 20:44:19
eduRavkml8awmPachSZXuw,U6Yb2BFi-5tDyqD_9aeSlA,0,2012-08-15 02:09:31
oljOuU-B7XUNQFPBjed2yQ,awB0KEeF9mq_eb-l6tvEKw,0,2014-02-15 03:11:52
aEs7Qle2Ah49dwaf3QNU1w,rKOVduk_kQpoIiom5lbBAQ,0,2011-05-25 01:30:58
tlZmJBQ9UWkaI0Zce_KFhg,8NPnK5h5Te91Ot6nbX9a5g,0,2011-12-14 08:41:19
8C56VCsV9s1AZdO0j-WOYA,_RvEDmpbQZulEdAV590QKg,0,2014-02-22 01:38:30
6yynJxXqG8x9k9wrSvLAEw,bCHuMhmxFtkppY9DqIbbhQ,0,2011-04-01 03:00:40
fSFzgt_QzJRUN0qNzTAwig,SNQcE_Bc0QAbxFu5F1dTzw,0,2012-09-08 05:16:15
YhCAJ8acd1X7GkCHPhD8Xw,-_2h2cJlBOWAYrfplMU-Cg,0,2013-01-15 23:59:50
VoTi4yVhTVyFdmxUpoyUsg,yI2MOdERmvVCp_vxsXBHug,0,2010-04-29 20:21:05
Lqp3uwGJU6CHyys-eerMmQ,sW-Civa9U8SbXlMZa5M60g,0,2011-02-25 20:06:10
xuigChd24ZA8K_YVeNeEaQ,AOyx5wLOfgYBKoZ6v7SHlA,0,2017-11-28 18:35:13
JfHXzulF6yIKgA22YYPedw,o1hdVCYTWCTHEQZbmVT8Jw,0,2014-05-04 01:12:18
DkYS3arLOhA8si5uUEmHOw,phoMcYUbBJeAKUD0GE76GA,0,2016-01-31 00:59:24
UNMBMKI9FjnO9flxPxV-1w,32sVgmYSuzN5EWutxtIzkA,0,2016-01-20 04:49:57
RhEvP5flF6KoPriMHmVYGg,6ehZ3X1gaHe-fxzndNRweA,0,2012-07-13 02:09:33
TXU6j2y9Nem41SxxUUgA6A,lOBObjsCtw_eiyN7T_B75w,0,2014-05-18 00:41:27
86AlQmjMfkxZgH5UquSOPg,ucj0RT3ZsWHFXQssLq-wmQ,0,2012-05-05 18:24:16
qi3JiaD6bzjsE22HFIrpng,vQAM8ZNOl9mzScxdwSd1DA,0,2012-12-03 01:13:10
Lqp3uwGJU6CHyys-eerMmQ,bd5PF6hOz1qMyKhPS1GWzw,0,2012-07-30 19:10:48
ALwfJk1g56dz8ehgYJNrdg,foDSVja3cCgCoLDzilpyTw,0,2010-07-30 00:51:06
-rhH9sL3XGFpoJXcxUpEWA,cwRZjY-RrP78swBEaevMLg,0,2011-02-27 19:20:24
OYaL_-uxBCgrE94uNQ4VCA,5Y2x8yCGB3RvGaJlckmH5w,0,2017-04-24 18:28:48
UESdOMLsXn_7WcwOZt7I3A,EvOn3tsqrOapQKUPyhr2IQ,0,2012-03-27 03:39:40
j7Rgozl24WrmDeqFCCKwQg,Kh0cFp8G0CPAtyphCKxkiw,0,2014-10-14 22:36:46
Qy_tDaVTWlS14fEglzo1Tg,ztKdCT5La4wX8pOPutJBJQ,0,2011-09-07 18:59:08
v1AE1LLWDOqe8ubOzqKADg,uOIaBdtM_uNHDNWW51fTgg,0,2018-05-02 19:15:30
ugLqbAvBdRDc-gS4hpslXw,WgavxzpJ79SafwOXaO3HAw,0,2013-03-28 21:18:52
N8uKQ5Vdb1LAh-qXT_25Rg,kz1G4pFqmdSUspZo-EWOxA,0,2016-09-11 00:39:11
jBh399TajGcH28Zo2J1pHw,rKdGiLfeE55TClso9GtjsA,0,2015-10-08 03:20:41
pybIuTluqRhH_BQ3CJHlLw,1XtY4Sm3_0igKoc4Xr7G_A,0,2016-09-01 19:17:27
NE596RKQomLvdrWiM9DYWg,g0OLt53Dw0lEnW4xWN-kSg,0,2014-12-25 18:26:15
FcvWRrwhjIqktji6iLpaUA,PRW1BTntSaMG7mnTXHONcw,0,2011-02-19 21:07:36
hqi9zoHMqpSLy628aHGVOQ,TjsBbWAfwxWEXPxaLNv5SQ,0,2013-01-19 17:57:01
HUwzarG0givckxXWTF5lIQ,aWXGwath_dSGPwNdFiy9BQ,0,2017-05-03 01:29:37
qqs7LP4TXAoOrSlaKRfz3A,doGsaahbqD7ePHP19UsDsg,0,2016-09-26 22:35:09
UurE194rrdpdSllt0cVZxQ,6_EWgEEdYW-GE_CCTrjPHg,0,2013-01-12 03:34:13
CSaVK9wgqe2_tQuuCDINyQ,-go-R_jzvYLYngQbfKN4_A,0,2016-07-17 01:40:12
NvKNe9DnQavC9GstglcBJQ,c2A-MmW9y7VEQa8fM36Nmg,0,2017-02-12 01:55:00
LtNgP4FqXp5nMFOHErK8cw,-fQPzH-e-ubDIiLQhybEjQ,0,2011-06-30 03:08:19
RQTatUj2f9Nz9JViTH4aAQ,fr46b6X6c47nHwtscLHGrQ,0,2012-02-23 13:39:57
sf3kp0H13jZYEmS1A8Etcw,eZfHm0qI8A_HfvXScwIYsg,0,2012-11-19 07:42:03
OllK5_S-7svgSwbUfx1xYA,X4cwQL_JZZnAUyCbOwz3pw,0,2014-05-22 14:18:07
MdjIl105vqCYUGKFSUVytA,NxYfc3lNDCnAMX_Dknb7Sw,0,2015-02-19 02:18:05
NiQ_3tXqkoe6GaQ5w2sHaQ,-Vrb0dmE3AxJuJ0dyVY4NA,0,2012-07-07 06:37:56
wTjvgkUJMVWrYed9mXdQjg,QG9ZJatKSWj5p5VrW3cfMA,0,2013-05-09 00:33:19
B70iTJjcPkuYn8ouUewWgw,BIjVpTV1xSlULyFBRB_5xg,0,2016-01-17 15:07:48
DO3FefiMYiPYsEl6O8W2dw,k4M43lXJuQMpQW65DTqzIQ,0,2011-10-21 02:57:52
RdOz1AUEYmt_2hJm4A_YFQ,P_eOoX6zMROHM7H5RUrlaA,0,2011-08-18 02:27:49
Xspg78dOvuedvuPEUwZBjw,---1lKK3aKOuomHnwAkAow,0,2012-04-18 03:24:58
iCQpiavjjPzJ5_3gPD5Ebg,bwTeAl593lY6Fzo67Y874w,0,2012-07-06 07:45:58
-0tgMGl7D9B10YjSN2ujLA,iDlkZO2iILS8Jwfdy7DP9A,0,2011-08-27 01:40:44
7tUmASg6tOmh_DcIz2R7SQ,BVR7WwZjXHzqfZ6ctjPL7A,0,2012-11-30 03:38:25
iw9p7E4bMe1YW-APcFGjgQ,3f94t6H-7j7_3Q2cK3Rp9A,0,2015-05-08 03:38:35
brMQVzeWvX4gwiJbLC5fEg,KUTTubStiNYigQpi3L9-3w,0,2011-09-22 15:43:48
lcarrupLCJ-a9LGkTUtMIw,yH3Jyu5vRTAJ8uMAD2bLGQ,0,2011-05-27 01:53:42
ii8sAGBexBOJoYRFafF9XQ,8W4969tAJqsmzQVeCRnRZQ,0,2017-08-22 22:44:49
n8Zqqhff-2cxzWt_nwhU2Q,D43OWyfzIQjL8feJpYh2SQ,0,2017-02-16 22:25:12
rVcavfM5BC4tvv9iHBo_CQ,SSmtpbfT2-M3bxWGiakaHg,0,2017-04-23 06:11:06
S599hCA4kJJO3_b6SRFKoA,4Y_Mo5HjkG_FHt4ZCNSruQ,0,2011-09-17 00:19:25
2GtIC6u4hVneccWfTlOxHQ,Wxdj4Zui4VgbMR4yvCERXw,0,2013-08-28 21:02:09
6JVaLv8KvOgK24RB7pxUiw,Tup7BEHsdCoggPxvKJC13Q,0,2015-04-29 16:17:01
1cl8ti5S8cJLHGetUe_s6w,U2sN2-HGvh27FyXKFlvkBg,0,2013-06-04 18:59:44
MXC9pwIxovWUc9yu1F8OxA,6pmYr6W0KgNPhCSO08xOZA,0,2012-09-01 04:32:04
-ed0Yc9on37RoIoG2ZgxBA,WJhQpdUHoFCtpU6gHFjVlQ,0,2015-05-08 19:59:40
AZQ6eiVqhMalpVL9Bbq6Iw,ERwaNWsxqKOH8k4PZRcnWg,1,2016-03-16 23:42:44
UMqfeCItzQ2glr4d9apGlA,I9TSSFY4BAuKRFHbra0u8w,0,2014-08-07 14:30:43
hroo5nOO8b9QhHX0GLg7oA,WpZTKVU09--Fb2qFneqkZg,0,2011-12-03 23:55:12
Kbbm6Vd5UdbP10dwjBghRw,zBi_JWB5uUdVuz3JLoAxGQ,0,2014-08-09 18:16:12
7QlInB8xw9rLL85yFRq9gg,5S8awuCJpaAFvcYlMis2EQ,0,2013-04-15 00:02:12
5SZe-u0hyquuipQL5lbg_g,aQJtyvmZg3kCd-tfZ6PLeg,0,2014-11-09 06:56:10
zsQk990PubOHjr1YcLkQFw,SM6qMCO1BLfuRbJkFLaAAA,0,2018-04-17 02:04:55
vjhB95c5nOXflNoyq_jKzw,2EuPAGalYnP7eSxPgFCNDg,2,2015-08-06 01:07:08
fhoFsFK6TqJOEo30LtXeDA,y3FcL4bLy0eLlkb0SDPnBQ,0,2016-06-23 04:14:21
F0lI9okn4pzmN_iq5UqF7w,5PTZFJ0etDjWN3BvbqNDVg,0,2016-10-07 01:49:52
tiQQqJ5ymf_XWzyF9ywArw,GnCm7qDmxkRO-kGAu2956Q,0,2010-09-10 16:28:02
31cOttU_tML5b6eLLXZfsQ,-7bM_DeL2Kj2CuYuVDsLNg,0,2014-05-23 01:07:27
glVCZzuFSnf24UGYsOl2Vw,iSC96O2NjQc3JExGUHQG0Q,0,2011-09-13 01:44:08
8_mXYs-ZOqDGS7ifAjaocA,PuT-pxgEf-dNySOaIlZm0Q,0,2012-05-17 22:49:50
zOL260xaXDYZZPBItzALxQ,jjj-rTey-q2XN1oRNHpD7A,0,2012-09-09 00:18:56
mfQfNIb3TYeBSxsN1WD8eA,e3T9PP79lQCfu5luDoJDIw,0,2017-04-30 19:21:17
zL3x_UWvNYLTtxJzO8sKmg,JuQYDgSXjUzZ5PqgvxnOZA,0,2013-04-10 08:15:17
hDL3Q-GNQlOuE04_zWEMJA,8NPnK5h5Te91Ot6nbX9a5g,0,2011-10-14 01:35:05
2bXyG9i01EjS9ttdnXToDw,2JomjODbXIuXKsi1Ek03Fw,0,2016-02-05 00:47:06
dvOW0RTqmwQTB_ZmNm2Wag,jxmqgTTVGbnigO9LarljyQ,0,2016-06-17 02:46:21
pooAgpZJn79L7JTgcK-o-Q,Mho2GibREwsPesKEyQbt8w,0,2016-03-13 04:38:15
