restaurant_id,nom,ville,moyenne_etoiles,zone,ferme
OACjhgf8nnYGzFnOhA7uhg,Macho Tex Mex Radio Bar,Toronto,3.5,M5V,0
rioQ_p2pILNbJ4Xp5jW6-Q,Downtown Container Park,Las Vegas,4.0,89101,0
TOrphxql7UfJ77vXG4G4aQ,Tipicos Centro America Restaurant,Las Vegas,3.5,89115,0
4fGGeKlUY3SwqLW4SH_QnQ,Cafe Lola,Las Vegas,3.5,89147,0
Ch-gb1W9g1zZyuPXpSBq0g,The Whole Plate,Toronto,4.0,M6R,0
Hnyd6ie_cxV_H1Vqv1v_Ew,Aroma Espresso Bar,Toronto,4.0,M4W,0
8QfDxSuHkXA-sv5wcfP4Zg,El Snappy Mexican Food,Phoenix,4.0,85040,0
fYLCKglfKHjgzcOeo4ZDaw,Rubio's,Phoenix,4.0,85018,0
ewvBhAgfJi43aZmWCd3Zag,Bicycle Nomad,Phoenix,4.5,85004,0
H_ngMvvTOse6N5scXHDZdQ,Pizza Nova,Toronto,2.5,M6S,0
zwNC-Ow4eIMan2__bS9-rg,Taco Y Taco,Las Vegas,4.0,89121,0
w5CSi-An5meLnxjKSFn0wQ,Thai St Cafe,Las Vegas,4.0,89109,0
XSiqtcVEsP6dLOL7ZA9OxA,Kenzo Ramen,Toronto,3.5,M4Y,0
24Td_CQH1bonWKff1rt2vg,Matt's Big Breakfast,Phoenix,4.0,85016,0
Tz3lmsFCS1e8rUkXuHW9mw,IHOP,Las Vegas,3.0,89110,0
Am0Uvt_lOWzp6UKBDAoRNA,Aroma Espresso Bar,Toronto,2.5,M4T,0
CiGvnoHtvvzra2RB23lNpQ,Taco Bell,Phoenix,2.5,85042,0
X46mymnTc04uhlXPqmq7qw,Dindigul Thalappakattu Biriyani,Toronto,2.0,M1T,0
B7yBxYH0ZHYtvrsyrrU1SQ,Steak Supreme,Toronto,3.0,M1W,0
lOQPeguczAueJnLmDUTfGg,Bonito Michoacan,Las Vegas,4.0,89103,0
pomGBqfbxcqPv14c3XH-ZQ,Leticia's Mexican Cocina,Las Vegas,4.0,89143,0
zdE82PiD6wquvjYLyhOJNA,KoMex Fusion,Las Vegas,4.5,89107,0
FML0YqZ7dLBBC3Suap4_4Q,416 Snack Bar,Toronto,4.0,M5T,0
v1M2DI3sATaUkHfZEuDStw,Ka Chi,Toronto,3.0,M5T,0
THcAGc-Fb8gqmA1V-KvFkw,Tortas Paquime,Phoenix,4.5,85009,0
uWECX6-Uq9n8v5ipk9R29A,Lola's A Louisana Kitchen,Las Vegas,4.0,89102,0
ppmYIHMCIL5bocUsJSsDWA,Market City Caffe,Las Vegas,3.5,89109,0
dWk0mbhj79pK3WBp5oLtpw,RÃ­ RÃ¡ Irish Pub,Las Vegas,4.0,89119,0
mvLdgkwBzqllHWHwS-ZZgQ,Elia Authentic Greek Taverna,Las Vegas,4.5,89147,0
-jEyZSptICvvaNhuur9rUg,Barista Bagels,Las Vegas,2.5,89109,0
ml6ywXGUjw0fVyqq7UEaYg,Salsitas 6,Phoenix,3.0,85009,0
bht7vUAOOD7uY4_6YRnVAw,Pumpernickel's,Toronto,3.0,M5G,0
DGwDXazeFcD7DByweszpFA,Bourbon St Grill,Toronto,2.5,M5B,0
rpI4OfEq6Dvfm4HmWWAWJg,Charlie's Friend Art CafÃ©,Toronto,5.0,M6H,0
CotnZvwxCubcWqsG2hK0gw,Perla Restaurant,Toronto,3.5,M6G,0
PLVJCN2p1MIkeDzIbAx9kA,Denny's,Las Vegas,2.5,89117,0
mFQTnqCaJwhK7OAu3u4A5g,Green Lady,Toronto,3.0,M4J,0
hgeXEGD9lRX4ohj7afSJnw,Thai Style Noodle House,Las Vegas,3.5,89139,0
ZxwTs6uEDRnC-kNnsrDNsA,Sushi & Bento,Toronto,2.5,M5G,0
yz3JQk5Lqbin8mtNfDcy_w,Bar Bianco,Phoenix,4.5,85004,0
1C2SZ3IljVQj1tJim1wCVg,Hamburger Yumi Yum,Phoenix,5.0,85006,0
PSRZaGGxXmOmabL2si8pKw,Carrabba's Italian Grill,Las Vegas,3.5,89117,0
87I8ba2FKYKeXyAhiC6cLg,Pokito,Toronto,3.5,M5V,0
Yr_w9lakJrKMyEG_hI6zbA,Fat Moe's Pizza & Wings,Las Vegas,3.5,89103,0
prfM7c0LRUIJWLM4rRtdvg,Churrasqueira Sao Miguel,Toronto,4.0,M9M,0
8USUyIeN39rurnqCn5cA0w,Los Lupes Mexican Restaurant,Las Vegas,4.5,89118,0
-0tgMGl7D9B10YjSN2ujLA,Dubliner,Phoenix,3.5,85032,0
3yhdmUXeZS5j9xZRcuIv0g,Papa John's Pizza,Las Vegas,3.0,89135,0
B70iTJjcPkuYn8ouUewWgw,Gusto 101,Toronto,4.0,M5V,0
XMMLRvV4IMxIGyc4H37LxA,True Food Kitchen,Phoenix,4.0,85016,0
nwr-HNLERXNh31LQp6fN-A,Buster's Dawg House,Las Vegas,5.0,89129,0
j2w6wlRmlaZaaErQus8ElQ,Pita House,Las Vegas,4.5,89183,0
QH8B92lZXtLwQV9Fdrpukg,Rose's Vietnamese Sandwiches,Toronto,4.5,M4M,0
Nq0UHjD_cKW9UbIJplQf_g,Pow Wow Cafe,Toronto,4.5,M5T,0
ANHCo9X7zu0LdYecc9fk3Q,La Madeleine Country French Cafe,Phoenix,3.5,85034,0
dFmaYj3_cZpmEaL4WSOkPg,Sorrento Pizza,Las Vegas,3.0,89107,0
d-NDnFSfwUZ2wf4aDBic5Q,Cicis,Las Vegas,2.5,89102,0
hPUd4f1egKtHCRlsieH3Vg,Coffee and All That Jazz,Toronto,3.5,M6R,0
KTjfQxsQDKWP0dWXBCyXuA,Famous Dave's Bar-B-Que,Las Vegas,3.5,89030,0
ik9VvawL-BeAqlxTI1leew,Gonoe Sushi,Toronto,3.5,M3B,0
78iP9YpLaDKeiF6OB7dIzQ,DQ Grill & Chill Restaurant,Toronto,2.0,M1P,0
9sbXPpRC_wDhCsp7qG2PDw,HK Seafood Garden,Las Vegas,3.5,89102,0
Mwl79jLlxPQabA3yiSPz0A,Canton Rice Noodle,Toronto,4.0,M1S,0
WfB_SsYeKy83QQsqAAyGVQ,Cancun Bar & Grill,Las Vegas,4.5,89119,0
G8qvbhfbCyMAeZzYrbmZxA,Carmen,Toronto,4.0,M5T,0
l_hx2Yb9SIr1TzHHJpJ_xw,Habeebe's Shawarma,Toronto,3.0,M5J,0
QfdcFqAft-M7KSSQZwJ20g,Capri Market & Deli,Phoenix,5.0,85018,0
jOMtqF2XnRgOZ2eOVLoxGA,Soul Foo Young,Las Vegas,4.5,89108,0
onhURB5hb6tKukQNPcBADw,Wendy's,Phoenix,4.0,85027,0
4Jscimulh38Rq2hOgjb2Hg,Strange Love,Toronto,4.5,M5V,0
FWBWBnM2zjycBI7QrayklA,Johnny Rockets,Las Vegas,2.5,89109,0
irVqdCcmeO_Qhz8YcwaxOA,El Patio Catering,Las Vegas,4.5,89121,0
sqn5jdCYgGLWxTYBbrhHpQ,Amigos Latin Flavour,Toronto,5.0,M3M,0
hEcn9k6ONd5n2mq0lB2aew,JB's Restaurant,Phoenix,3.5,85051,0
DcF162waTQvZd-G0G_J4wQ,KFC,Las Vegas,1.5,89121,0
ihcxI94xe1XC8va_Zb-M0w,Good Things Cafe+Juice Bar,Toronto,2.0,M4M,0
vwfdoACBrXFTMA066gKEcQ,Lucky's Lounge,Las Vegas,3.0,89131,0
-3zffZUHoY8bQjGfPSoBKQ,Michael Mina,Las Vegas,4.0,89109,0
v91eTDokcNCHzRvmamWVog,Sinbad's Restaurant,Phoenix,3.5,85051,0
SK5PY0BnFuG2pQs5dfXyiw,Wendy's,Toronto,2.0,M1T,0
mhDG_wtuyTDr-c0rgfEMpQ,Ru Yi Noodle House,Las Vegas,3.0,89109,0
poX-2lODvtmkR6pve8FXFA,Culver's,Phoenix,3.5,85014,0
AML1zr5Y4R_PjhqAN34quw,Bebo's Authentic Grill,Toronto,4.5,M8W,0
4v9nhZ5h-KScIsG7uXjfzg,McDonald's,Las Vegas,1.5,89156,0
p7r2ZiCBrZ3S7mKpNoixUg,Terrace Cafe At Hyatt Regency Phoenix,Phoenix,1.5,85004,0
cHAhW7XJ2no_qzc46HpohQ,Five Star Tavern,Las Vegas,3.0,89108,0
C3PVq7UpeHd6nz1_e-AtkA,Kalendar,Toronto,3.5,M6G,0
pGJHu3b51NkpiF61I8kf1A,Fry Dayz Fish & Wings,Las Vegas,4.0,89169,0
-Z358O0-8eH0sgSjKINvMA,BarBurrito - Dufferin Mall,Toronto,3.0,M6H,0
6fPQJq4f_yiq1NHn0fd11Q,La Creperie,Las Vegas,3.5,89109,0
l0rbgnvy2jSeUUEBUK4B8A,Best of Europe Meats & Deli,Phoenix,4.5,85032,0
pofDmHoIsdvPcSKzb2iMag,Sky Dragon Chinese Restaurant,Toronto,2.5,M5T,0
J-vIgY37hcIE9XAQDx2a0Q,El Super,Las Vegas,3.5,89102,0
rOKEgdzmhzT99Ob_OmPE0Q,Zipps Sports Grill,Phoenix,3.0,85018,0
BfIEzYsyZN4nfoLKlSjbwQ,Sorelle Pizza and Pasta,Las Vegas,4.5,89147,0
Z5CB1ohc5cWdPnWFCBCOHA,McDonald's,Phoenix,2.5,85013,0
LiBnff-ZuzW16zIvZgFOfQ,La Canasta Mexican Foods,Phoenix,3.5,85003,0
RHcfJ-l69RbBE4viU0-jwQ,Uno Mustachio,Toronto,3.5,M5E,0
tisVBZM6OFh1ih4x6rGtDw,Garden Gate Restaurant,Toronto,3.0,M4E,0
fSBhe0A6Dfa8JCYccfpMog,The Bagel Man,Phoenix,4.5,85044,0
Xja69DDoUqbPwFOSB3_Ckw,Slice N Bites,Toronto,4.5,M6B,0
MYD9cd9lbYCqN-B6DgCtkQ,Paramount Middle Eastern Kitchen,Toronto,2.0,M5E,0
DO32vGtv3p3u7WBPiNoQHQ,Taste it Tours Phoenix and Scottsdale Food Tours,Phoenix,4.5,85003,0
F2L2f-ITjnHlqKRFQVFsVg,Paz Cantina,Phoenix,4.0,85004,0
ywOmX52d7ncDxNpaQBDETA,Lahori Tarka,Toronto,4.0,M1H,0
VR2LTEsJByan97fcYRkl5w,Mariscos El Mariachi,Las Vegas,3.0,89101,0
EiO5lrozazxIaqOnUvzCag,Domino's Pizza,Las Vegas,2.0,89121,0
-qDnp-lYRiJA6x9tupyNUg,Banh Mi Metro,Toronto,4.0,M1R,0
N5mcKKdcmwirw1bFhE80Sw,The Living Room Wine CafÃ© & Lounge,Phoenix,3.5,85044,0
APyqRwSZ5g-FRWxDl7YuEg,Sichuan Ren,Toronto,2.0,M5T,0
MNlrT69-k1nIyFSYwuuMsQ,Asian Gourmet,Toronto,2.5,M4M,0
WHQA1tr0dztKcCQUtTT3sg,Tacos Chava,Phoenix,4.0,85009,0
w4yq1IRk0DHQE995giqjGg,Olive Garden Italian Restaurant,Las Vegas,3.5,89119,0
2KIlQsIHwYMkuwA0T4OKrw,Pizza Hut,Phoenix,1.5,85033,0
E2XCpOacplEidy8puv3sFQ,Canada MedLaser,Toronto,4.5,M5J,0
dj6nbGIqguJDXgz49nmFBw,Pizza Hut,Las Vegas,2.5,89139,0
BwBU-f-oiJXbyYaVrJAuFw,Bangku,Toronto,3.0,M6B,0
W6HgKXp-gXozKjOqGqIOXg,On The Rocks,Toronto,3.0,M5A,0
bltn4FTcuRJY5IfiIIDINw,Subway,Phoenix,1.5,85032,0
jWfmC3iXaPLBmrAFfK2QeA,Sakura Japanese Restaurant,Toronto,2.0,M3J,0
wqFkAsxYPA5tcdSkYMtrrw,Tropical Smoothie Cafe,Las Vegas,2.5,89146,0
Mb8qJps-OBFmDALFo5dkJA,A Cut Above Restaurant,Las Vegas,2.5,89124,0
G5or_Fra4-6IYOVlm_dI2Q,Gilley's,Las Vegas,3.0,89109,0
Tv8uaK1ymZES4vjSpr1unQ,Govinda's,Toronto,3.5,M5R,0
n0xipiBLtvEu4Zd3a6KM6Q,Shater Abbas Express,Toronto,3.5,M2K,0
-46pFijv3f2jZH-_Ze6CQA,Vegas Uncork'd: The Grand Tasting,Las Vegas,4.0,89108,0
khxjYMwb_V8UovvwPVhysw,Hong Kong Asian Cuisine,Phoenix,2.5,85086,0
wK1SMAzIpHh-KYbrs7m0nA,California Sandwiches,Toronto,4.5,M6J,0
RVEmagXK4BzWp8Qws25PDw,Arnie's Pizzeria,Las Vegas,5.0,89139,0
yW19YczqSrYmWNsG4A6P1g,The Big Carrot,Toronto,3.5,M4K,0
HPLB1Tr8ZB5UkD-2umKPdA,Fat Choy,Las Vegas,4.0,89104,0
rLX33sjOL3n4g_VqLpJZWA,El Pollo Loco,Phoenix,2.5,85035,0
5Mxg20QE52Bf4KwsewjsNA,Convenience,Toronto,3.0,M4M,0
fVJszMsossyPFYEgw1dQ0Q,Wendy's,Phoenix,2.5,85053,0
Y_IdXaaFzRr13kai9vfqgQ,YAYA Leslieville,Toronto,4.0,M4M,0
aF6cB7BtV3lXQhJoLuESGw,La Mojarra Loca,Las Vegas,4.0,89110,0
UaL6yRGSv9fYCyn2DJLu8w,La Papaya,Las Vegas,4.5,89120,0
C_chktl5jFeRqu1C0rmScA,Kairali - Taste of Kerala,Toronto,3.5,M1P,0
l8k4gOEkfoLKq0mPVWHWGg,Arcadia Tavern,Phoenix,3.5,85018,0
AakkkTuGZA2KBodKi2_u8A,Pho Phuong,Toronto,3.5,M6K,0
45513UgSlMqWV_yAPVkXrg,Verona Pizza,Las Vegas,3.5,89119,0
xFr7WKEyRRURjQmYXEk-LA,Tacorrito,Toronto,2.5,M8X,0
XX4yIO_sWk6VA9gPPZL5_Q,Kabsa Mandi Restaurant,Toronto,3.0,M4J,0
nYKBZdzoA-kjqiK08IPSiA,Maroli Indian Restaurant,Toronto,3.5,M6G,0
RMG_Sp9tVZ-j3WfQoxxbeg,Sushi California,Toronto,4.0,M6E,0
EWo5usxVpjAs25NFBbsITQ,Corridors Cafe,Phoenix,4.5,85027,0
xkc_MfxUcSuRdQnmSvF1IA,Harvey's,Toronto,3.0,M5B,0
jbbFyy2rl8x_7ssz-GifbQ,Fusilli Restaurant,Toronto,3.5,M5A,0
PPCEx65Lm121Hw5yQhM_Zw,Craft Beer Market,Toronto,3.0,M5C,0
Tp4EPLp3LOu-K5_FlYSPEg,Pizza Nova,Toronto,3.5,M5V,0
qKUbPdzNQpdSP2mhk3tREg,Moo Frites,Toronto,4.0,M5T,0
CCVh8YKdN3c-WgqEbzya3A,Market Cafe Vdara,Las Vegas,3.0,89158,0
YrT9HFcGCJIEf0dY8-HDEQ,Pho VP,Toronto,3.5,M6S,0
X-WXPGYuuknAjZkpYGeRiw,Alexis Park Resort,Las Vegas,2.5,89169,0
O1p3opN9vH2ACTWQ5dP5lA,Starboard Tack,Las Vegas,4.5,89121,0
ZogV_sPyn2FSb6nrc3eIng,MELTwich Food,Toronto,3.5,M8Y,0
aMJsL18mPiZKpDgDid1ssg,Jerk Paradise,Toronto,4.5,M5A,0
kM9NJit_zAgadyuxIwzwiA,Fritou,Toronto,3.0,M9M,0
LOyGm5Q6zdTHdntLBUyBrg,Wendy's,Las Vegas,2.5,89147,0
JDZ6_yycNQFTpUZzLIKHUg,El Dorado Cantina,Las Vegas,4.5,89109,0
kvyHTYU1Qlhobr-p7C_pgQ,RBG Bar & Grill,Phoenix,3.0,85008,0
5j7BnXXvlS69uLVHrY9Upw,El Pollo Loco,Las Vegas,3.0,89104,0
B1TlRyjCW3Ygkp95MACffA,Que Huong Restaurant,Phoenix,4.5,85015,0
m02H7wS7LEN7ast4GcPtAA,Via Napoli,Toronto,4.5,M9A,0
3Gw8YcAjo3AcMbtbX1TGSA,Jack In the Box,Las Vegas,3.0,89104,0
rZY8wtc4EyC_8o1mI2-_1A,Bajra Indian & Hakka Chinese Cuisine,Toronto,5.0,M9M,0
T4iG8nhlu3uVnRzRn6660w,The Dock Ellis,Toronto,4.0,M6J,0
hqvqLihniz0ynit9c36JHg,Biwon Korean BBQ & Sushi Restaurant,Las Vegas,4.0,89102,0
sd7Ci7gTC6Ia1cAIPcmDGw,McDonald's,Las Vegas,1.0,89103,0
qQQp8UzMhQK0-hZ3Bktbaw,The Gourmet Cake Factory,Las Vegas,4.0,89146,0
XaUiroJrP634SIx8O8xk9Q,LIMÃ³N Tacos & Tequila,Phoenix,3.0,85085,0
AL5YzikrmxwcBzBNLGO7Jw,Fuddruckers,Las Vegas,3.5,89147,0
ZLPPaAJnEvN8311zwXvw6w,Touch Down Foods,Toronto,4.5,M1B,0
dPrFp1cxaTeTe9cyL36NkA,The Miller Tavern,Toronto,3.0,M5J,0
bXysvJlRPTFTZ3fdvwRsYA,Tokyo Sushi,Toronto,4.0,M5N,0
iDT6FpWCjJXSHUMFg94UEw,Pho Asia 21,Toronto,3.0,M6K,0
WHHmwtzZoQbm2v9DbMlgFA,The Homeway,Toronto,3.0,M4P,0
AcCrkVSrZ9qShuPhXYDgGQ,Home Feel Seafood Chinese Restaurant,Toronto,2.5,M1T,0
EpHPxId6RNVHbYLqBGQiSQ,Popeyes Louisiana Kitchen,Toronto,2.5,M1L,0
adfELKOWudmET4s_yZ68CQ,Han Shi Fang,Toronto,3.0,M1V,0
UsKmYp0m8VYWM96tkGm2vQ,African Palace,Toronto,4.0,M6H,0
5TeA1dyLR7MIor-DfIrYog,Cherry Berries,Las Vegas,4.0,89104,0
J38kYZWsoYpeXBZB37lnKQ,The Other Q Bar and Grill,Phoenix,3.0,85027,0
j2U2vs4WWlF6SR5SS_D1lA,Brazil Bakery and Pastry,Toronto,4.0,M6K,0
QmZLB8eTeQ3e1BnDMan9xg,Wendy's,Toronto,2.5,M2N,0
LPMZ9N1sAjs2nDx7DmiZ2w,Palermo's Pizza,Las Vegas,3.0,89119,0
wuQDMDlqM17jQNo0lYQZ7g,Park on Fremont,Las Vegas,4.0,89101,0
ofw8aDSEg1HoQdmCgvLtaQ,The Pie Commission,Toronto,4.5,M8Z,0
fmtXCF8wUkv1KS_KYMbXbg,Birrieria Camino Real,Las Vegas,5.0,89115,0
KZoFzDi6YXUG8kH_LpOw3w,JJ Bean,Toronto,5.0,M4A,0
2TZl160uaMAg1cr8KFbk8Q,Machete Azteca Estilo DF,Phoenix,3.0,85033,0
CwVE2bN5YscfeTQPZylruA,Phyllo Cafe,Toronto,3.5,M4K,0
MJH6UDLvXW8ySdp0pWiKQQ,Seoul Food Take-Out,Toronto,4.5,M4X,0
GtO_zfsrgShKG7KW6zahSg,B&B Fish And Chips,Toronto,3.0,M4M,0
MgSd4P3ATkiywbbraFygHg,Plantone's Italian Market,Las Vegas,4.0,89148,0
sUE2Mo2Y-5yW7Dt7QIXgGQ,Temaki Sushi,Phoenix,4.5,85017,0
FM0h7JHdthhnc50vgGWzpA,I'll Be Seeing You,Toronto,5.0,M4M,0
dNjgjAoJSJsvgc5g6nQnnw,Roberto's Taco Shop,Las Vegas,3.5,89030,0
D9IvgZeBD2qFfhIRbOcBFQ,Cafe D Taj,Toronto,4.0,M1L,0
ul5VvYrimRigosgHQUi-ww,Neveria Paraiso,Phoenix,5.0,85008,0
iuiwjTcIJjt2kYSpBlH_lg,Goldfinger's Bar & Grill,Las Vegas,4.0,89183,0
wJAs37fHi3iqQ8Huym1mGg,Sports Book Grill,Las Vegas,4.0,89109,0
eVNio5bnzrLPuebbgnKVzw,Einstein Bros Bagels,Phoenix,2.5,85003,0
xyAbFNEIFSy_OKNptyzCmg,Reds Midtown Tavern,Toronto,3.5,M5B,0
m3K_2-kkNUFrXh74QUfaHg,The Suya Spot Scarborough,Toronto,4.5,M1E,0
0ExE0tVCsPDMnNdvip1Kzg,Pour Boy,Toronto,3.5,M6G,0
zXuWHM45eDmW04CaDbQfKg,Nicey's,Toronto,3.5,M1W,0
VfaMlMtHJgndVw62GUiwCQ,Second Cup,Toronto,3.0,M4Y,0
MS-hfug4QDXqb_Mws3qlzA,Grand Electric,Toronto,3.5,M6K,0
8klKfy9tK0ySi1l_ajOR5w,Aroma Espresso Bar,Toronto,3.0,M5S,0
4khsN1eXcWR0YYmROlLEzw,SkyJump Las Vegas,Las Vegas,4.0,89104,0
2bXyG9i01EjS9ttdnXToDw,T-Bone Steakhouse,Phoenix,3.0,85041,0
JZB9Zjex7mlJNu7lyJ08Qw,Domino's Pizza,Toronto,1.5,M6K,0
BXkk_gg5y4ltheHqKCWMdg,Virgin V Cheese,Las Vegas,4.5,89145,0
QVHKpXJ3fRNMvin0Yvb4Yw,Tropical Fruit N'Ice Raspados,Phoenix,4.0,85008,0
GKN6OdLqCCWx_8B1KaHL1Q,Lobster King Seafood Restaurant,Toronto,3.0,L3R,0
8hDKFHyRrILlXp5DfTlSGw,Steak & Spud Factory,Las Vegas,3.5,89169,0
ZXfMiPsPv-cH7GMQ-5-mhA,Montana Meat Company,Las Vegas,3.5,89149,0
KdQM64AQ5_ppgs6RolwJ4w,Tacos La Mexicana,Las Vegas,3.5,89103,0
4BBda3yy_8GXGmYLcgggHw,Pizzeria Libretto,Toronto,4.0,M5V,0
owLXnEhlMLsFpemYoOxNkg,Tuscany Suites & Casino,Las Vegas,3.5,89169,0
gKFDJ9IpFxt95DHxTN7ZHw,Gyro Time Restaurant,Las Vegas,3.5,89129,0
ZVetFAAt0_j0tEqiakpecA,Jack in the Box,Las Vegas,2.0,89121,0
125MmR3F3zOd6DAHkIjlog,Villa Pizza,Phoenix,3.0,85032,0
iiVeHbqOWMuKeUQz7ks71A,Golden China Chinese Cuisine,Las Vegas,3.0,89121,0
Rv1IiQaIIDunqzS8dSvHCw,Plumeria Thai Cafe,Las Vegas,4.5,89108,0
co5hjIlfifQ8fptHCHO9RA,Popeyes Louisiana Kitchen,Toronto,2.0,M1H,0
Oqqnw0Rz77sMDPHS_eN2aA,Jersey Mike's Subs,Las Vegas,4.0,89117,0
UXEqtEXs92COE3UiaSx4oA,The Famous Indian Cuisine,Toronto,4.0,M4L,0
ndgnPEeRSztiigwNW2IuBg,The Belsize Public House,Toronto,4.0,M4S,0
iJziJyLGEbcgTw79t5a-hw,Hot Star Large Fried Chicken,Toronto,3.5,M2N,0
7eSbvHOOpRmEwywDOclevQ,Pizzaiolo,Toronto,3.5,M6J,0
ACQ1kbWkPToh0BsAQ5TGIQ,Panago Pizza,Toronto,4.0,M5G,0
1b8d2CqGcfF3Hz0vixQSUQ,Taqueria Tepehuaje,Phoenix,4.5,85041,0
vUJhUVmRMn9T4gsmz-L_Yg,Familia Loritos,Phoenix,4.0,85017,0
3GJG2D4sBDscfH0rZgsbmQ,Silk Thai Restaurant,Toronto,3.5,M6P,0
xeHaI3Qguo5YpeR0vh7hGg,Pizza Nova,Toronto,2.5,M3H,0
avjmgk1M-zyGyzLujpXi9g,Kitchen King Jerk,Toronto,4.5,M9N,0
-n27mJ_jQWGCuIukTvg9Mg,Cabin Fever,Toronto,4.5,M6P,0
JuBw7e5HDcVJ7PjXIbE30Q,9 Bars,Toronto,4.5,M4T,0
ZLG7N4VDGzo7V0ViITi93Q,Los Reyes de la Torta,Phoenix,4.0,85031,0
Wg9272hxpu9IBTXMTB6EeQ,Chili's,Las Vegas,2.5,89113,0
9VEJkUd0eHIlKmCu0flvBw,Papa John's Pizza,Phoenix,3.0,85040,0
Dje1VOaJy10XVz4UIZXjLw,Los Arrieros,Toronto,4.0,M6S,0
CGgUHkAKU0QBsdGvXxfMuw,Mister Wong,Phoenix,3.5,85029,0
e0JOkQYz_cnz91k6X55PLw,Sinatra,Las Vegas,4.0,89109,0
pyvxQ1eCeU62I9cWr5uo1g,2 Bros Cuisine,Toronto,3.5,M9P,0
rM73z7YU9M-U0HLP62XCZQ,Arby's,Las Vegas,2.5,89128,0
UcCJfq0PElINpflaTH8tPA,The  Landmark Grill,Las Vegas,2.5,87701,0
Pwl45nZjCvDCBVIsI-iG1g,Mariscos Ensenada 4,Phoenix,2.5,85033,0
kUIrMc_nOMxDJSCi0EXUrQ,Kniblets Cafe,Toronto,4.0,M5C,0
qo9JoIB9iZxGl-KQGDzEWw,Eight Noodles,Toronto,3.0,M1T,0
Q9zcPQit3OMWoNRLLK7MQg,Chick-fil-A,Phoenix,3.5,85054,0
ZekRYrQz3zatQeHpkiwW_w,Pizzaiolo,Toronto,3.0,M4Y,0
gaJDeNh6xKIKJIT13abKTg,Pho Xua,Toronto,3.5,M6N,0
Q85C-Y6nMrKekLa-kCN8tw,Wendy's,Phoenix,2.5,85037,0
ZX79Grup-CWl_juMTwBoQA,Subway,Toronto,3.5,M6G,0
Sg2AKa2X31UCmc1SmsrNUw,New York Bagel N Bakery,Las Vegas,5.0,89106,0
9QgxFnsLqB1CHCA0F2bGzg,Hey Lucy,Toronto,3.5,M5A,0
nRNWaEuPtfcyR8pI-LnASA,Italia Express,Las Vegas,3.0,89106,0
PR0UVJ9lT1lUGEvr10ONuA,Habitant,Toronto,4.5,M6A,0
xRhO5lLaKbxG0IRHwYIc5w,Romero's Mexican Food,Phoenix,2.0,85009,0
XS80QAi1aYKK5v1zmKlkwA,Kibo Summerhill,Toronto,4.0,M4V,0
SmkGXa3XVZTXV04IcBkwLg,Jimmy John's,Las Vegas,3.5,89102,0
nCjsK9-_xH0bxuEqdAc8TA,Budweiser Racing Track Bar & Grill,Las Vegas,2.5,89119,0
JECTMESw2pl1fh4khxmxew,Perlas de Pilipinas,Toronto,4.0,M1M,0
5G4Tg_hBfUGilQWj2lj8IA,Port of Subs,Las Vegas,3.0,89149,0
jrGxdAblwBmRG6K-dDpKbQ,Las Delicias Demontecristo Restaurant,Las Vegas,3.5,89119,0
iBt37-7t5GP2ZRT81yHgew,Shakey's Sports Pub,Toronto,3.5,M6S,0
SwAZBCyFtVo_8vkRbJhdkA,Culinary Dropout,Las Vegas,4.0,89169,0
XqPMOwrJ0xjphyNQYcoPLg,Buddha's Vegetarian Foods,Toronto,4.0,M5T,0
RMIZvXChyfDWzWbNOK0l9Q,Jack In the Box,Las Vegas,2.0,89118,0
CgJddyi3Han1Hu78D0sYsA,Koji Japanese Restaurant,Toronto,4.5,M6P,0
S2eGygYWQB2yyb3-neKTlw,7 Numbers Danforth,Toronto,3.5,M4K,0
hBqp4v9iKsM-6i56v0MBuQ,St. Louis Bar & Grill,Toronto,2.5,M2J,0
muzZW1AqlfdWGMND0jf_kw,Hilal Grill,Phoenix,4.5,85008,0
NyQey4tR7en-l24ChgYEag,Food & Liquor,Toronto,4.0,M6R,0
NGm3x2GPrwBt6Wez9rKPMA,The Brittle Bush Bar & Grill,Phoenix,4.5,85003,0
RU3PsG2y_eGBFi_8jDqyQA,China A Go Go,Las Vegas,3.0,89115,0
myJ6pgIhN42EQh2sAVXKoQ,Toma Burger Addiction,Toronto,4.0,M6J,0
oR0gq3wNyDrpDu1FQNtB3Q,The Great American Grill,Phoenix,4.5,85027,0
9lqPRnnxUA47dacFK9lhtQ,Va Bene CaffÃ¨,Las Vegas,3.5,89109,0
slU5UwPlYVyrz7HhQeqMew,McDonald's,Toronto,2.5,M4M,0
0gOE-DJOhWavRI6qQryGhA,Bar Wellington,Toronto,3.5,M5V,0
mXvWf2_sXWNaLRsBo4O5Eg,J's Apron,Toronto,4.0,M5S,0
_81fRJ9m8Fn1s8ixPun46A,Union Social Eatery,Toronto,3.5,M2N,0
cJzv3fbd7jL2ZHyFosFkOw,King Wong Chinese Food,Phoenix,4.0,85008,0
HZRT8xygRscGvDYYx2EkQQ,Ori'Zaba's Scratch Mexican Grill,Las Vegas,4.0,89121,0
vYOtdnBm-45KQiiHj8jqaw,Tea Lounge,Las Vegas,4.0,89158,0
Gdv3qhsDeQzZ2Ag-Tzq6vA,Rocco's NY Pizzeria,Las Vegas,4.0,89135,0
leMIHa6TogufHv5HNYjnfw,Ravi Soups,Toronto,4.0,M6J,0
