restaurant_id,prix,emporter,livraison,terrasse
llifBVCFAnr124WdKXmtLg,2,1,1,1
befsa_UXVGq6n4XUwA3XYA,0,0,0,0
ZBb76kHYv6b-Cn4CkiO2Zg,0,1,1,0
yTTEhnUOirRjGjxkObQTVw,1,1,0,1
FkJTuuqeJL4jHi2FojX_fg,3,1,0,0
CSaVK9wgqe2_tQuuCDINyQ,2,1,1,0
gwM0ykDKKpKgKzwtU5djqg,1,1,0,0
_LNVUUb8bTvOxfUNABf0xA,2,0,1,0
gtcsOodbmk4E0TulYHnlHA,2,0,0,1
W-p6Tx6Wfj0hseH80JgDpA,1,0,0,0
JijwZPUuFqQqUekNR--dfw,3,0,0,0
fsTyQVRjkR7tPGI_FzfCKA,1,1,0,0
7RiWdR02uwbPjTJVUhmGAw,2,1,0,1
geQG2a9uO6Q9hXVx937Kbw,1,1,1,0
RsSXhZnhKsH79uAMbxg9mA,2,1,0,1
7zMwR4FkvTbSGY0vRT5Ljg,1,1,1,0
WMj5Uj04pAqFxLMnJQcQqw,1,1,0,0
UfcwUHtPrjRDL8irHCWqpQ,2,1,1,0
aJR1iUWwNVBM692gq7adBA,1,1,1,0
yVBgxJoLTQyspbCNhvUuwA,1,1,0,0
H29uI-_FVlo3zuH5hFC-yA,2,1,0,0
SZOvVtg0mGOQcNzzcH6Qow,1,1,1,1
GT9Hx_Na0vH3Na7ym9dp4A,1,1,0,0
_cRDDAasE-4584eXN_5Ecw,1,1,0,0
xpCBsOqICPNtcR07qOL0bw,1,1,0,0
Gh2JfQaMdzaAsj_FfYYebg,0,1,1,1
2Xh-ZYlvm1SxcKdEaD51DA,2,1,1,0
XydKWBaKYDO2BFXs8pXnbg,1,1,0,0
94mHPEWCqcHULzEfhvcl9Q,2,1,0,0
KvlI2QK-HZYv1dqd31eE7Q,2,1,0,0
qpaX3qOHBSOAEDUcIs8SPQ,1,1,0,0
yZnEwqTGpkrj_mga5zeZmQ,2,1,0,0
v_xuLfW7TXBsQctpOuPvQw,2,1,1,0
ncEJaX_79zZGSS1NQNzu4A,1,1,0,0
JZKefaX9VXvmkcfMmbyrEg,1,1,0,0
x-BB2AVFmS01i6GLQ22_9Q,3,1,1,0
IcnJlauqhHfelo_qp9uKuw,1,1,1,0
apHPFnDUIaZM7uZoB9DXfw,2,0,0,1
TAyCOYufOJ4OtxyHqfdlfA,1,1,0,0
t96VplJ-W6Z_mRjBuFPOmg,0,1,0,0
nC88cvlUf-KWBlM_tLRCYA,0,0,0,0
S-oIZWzHhTRF3iqqQMvYoA,1,1,0,1
jdbA0oUH8mGG8aSigNa-5g,2,1,1,0
UivDzG-AWhcfX-ADpg3Riw,1,1,1,0
ept9mIlqGIsemr6w0RczaA,2,1,0,1
9VMAIC2JCKDPpqBx534W6Q,1,1,0,0
bGuxRBRKv7i1BKKfGbjxEw,3,1,0,1
xM37qm9Wbc-hOAS7-Xse7g,2,1,0,0
sED2nCJYPWgjTK64_x9IRw,1,1,0,0
BORPULADzZV6_LJZzcsywQ,2,1,0,1
q3dJQtwZQrrurNT-1bNKgQ,2,1,0,0
RJ5UZBzWm67j0h6cxV80kQ,2,1,0,0
g9IeZKQl0TamGI8772vYAQ,1,1,1,1
A4zLP5AyKEEHQr_dWEZKig,3,1,0,0
CHrAzFjnUHhrxu2Q8UgnsA,2,1,1,1
XR3B1OS2p9tCaRIK-LtULg,1,1,0,0
kn6KOuQXlRxbLhOAluNFpQ,1,1,0,1
t9wNYKJz1penDhrTPOr78A,2,1,0,1
2hyciWHsqnbqdEkUvO3KuQ,2,1,0,0
-ot4Xd6GxSUOqwUj7okZuA,1,1,0,0
X2oxkKB-wlu8xV0P8fbfiQ,1,0,0,0
6uV3KMOo8YQofuNUs4D9pA,1,1,1,0
H5poGfDHCDMip7VYi7u8Rg,2,1,0,1
ohDvHtWVpCJ_6b1UrjGRPg,2,1,1,0
EY39KMDG-WFla8GL-ff_iQ,0,0,0,0
s_nmAD66jFKgMs1ZrUvaYA,0,1,0,0
bASTlm60RqIksYEmUgDFDQ,0,0,0,0
HewQZ7hyegytoABzApyUiA,2,1,0,0
a1TTRvtMCDoxalOU6mUycg,0,1,0,0
ALn_0f-Usn3n0a9WBcjhhg,2,1,0,0
y-Iw6dZflNix4BdwIyTNGA,2,0,0,0
Mgvk_jOcpmE7OWbLQRGx9Q,1,1,0,1
RemVo5yYDk57dKdZwXMyVg,1,1,0,1
yLZAThtPscqQ6XIvXftUMg,2,1,0,1
lym9VHmU2QupopVsMGt7lg,1,1,0,1
yRvmDKX-Ocgd8zq_iMgujA,2,1,0,1
5MzGPxcrSPoWQc_bRmOXoQ,3,1,0,0
ydcNlRMKs93AQpOhVkSrGQ,1,1,0,1
89KIbWrwmgi0qGmTYFaVlA,2,1,0,0
TrOgTZ0DfmQxvpTehiNibQ,3,1,0,1
1laaO5PS8fLK5kPTkSSYsw,2,1,1,1
SeNOJ2zYHziptxLuiRINLg,3,0,0,1
1KhBzrqmU164bss64jR5uA,2,1,0,1
oo-kGk1BEWpuDvSE4gfmgQ,2,1,0,1
Cp-clhAJs3NJRwXpXk_saw,1,0,0,0
XQJr9_jZR1vOoZVcZfDDwQ,2,1,0,0
3pN4Zqfah-EEjQY1B-8Tcg,2,1,0,0
OdViVhR2ayppzkN2WtIScw,1,1,0,1
7DiGCzG9-Om3trB5iJYcjw,1,1,0,0
lhsETIUHGR1aOx8b0M0hPQ,1,1,1,0
oS0CnUbyv0GUoD3L8_3UPQ,2,1,1,0
WbcN3mkRgoV2RtGMCMVr1w,1,1,0,0
_0x7W6fizaPP76xNBxBLAQ,2,1,1,1
mr5hwhIb_qfpTg9mbWHgsQ,1,1,0,0
Yp3yuxI6hIzGP9xb5a5-bQ,1,1,0,0
fs5MuKWT28LAa8ql_mq43g,0,1,1,0
z_46RY-L3vcMrH3-wxCp9w,2,1,0,0
19lr9xcN3Ud0w0UX7bl6Qw,1,1,0,0
rjlAUHT8B6KhKAmkZqS1xw,2,1,0,1
5pObrGpv1Is5WLDeOFSDIQ,1,1,1,0
38YPE4KCvgChy9y6FcksEQ,2,1,1,0
sJ0MYSAIVK28cMzh-s-NPA,2,1,0,0
AT_xDv2Lm5K7VtER1fp-SA,4,1,0,0
rubQx8VlHZT4_IyMUs75YA,2,1,0,0
a9aW5e731lplWGHUZ02-zQ,1,1,0,0
XDYCIRENiT2doRZgwNJ3SA,1,1,0,0
ljkZuPphAFpuwNF1o9-FGw,2,1,0,1
CNXAVovX19R5GUNVO4_GzA,1,1,0,0
W4MGrorVjGwe-ioZF5ixjQ,2,0,0,1
PgQZfKQwW6Q9fIvViD7Xrg,1,1,1,0
sSmt7JFTDNCcK1KfMVO2hw,2,1,0,1
l7_pJgcg2onEj5QHWzVFvA,1,1,0,0
7wMCJ9NqL9eBEX4WdJWuIA,2,1,0,0
uvj8Btq48WnPNLTXtFaunQ,1,1,1,0
2XibM_ahlC7kRP59gLOnCA,1,1,0,0
fRDNQyptBl3c-AggfwfMCg,1,0,0,0
LpdW1vh1AVm5QznEL5j03g,1,1,0,0
_E0uYmCuRhPVYRwhssgKGQ,2,1,1,0
vHHHbPjhXtLApOmBoGWLww,1,1,1,0
uN2oZDJGO078ExbbV_DGmA,1,1,0,1
dvOW0RTqmwQTB_ZmNm2Wag,2,1,0,0
Mypk1XBD6PQ77zLXyMiKhg,2,1,0,1
9MA7T15gbbcmKz43r_Ad0g,2,1,0,0
kzKoDFhpHeExqGHH5wlA7g,2,0,0,0
nl2nsBi9U3sW1R34nF0s0Q,1,1,0,0
t4PZ3r2eTPeDXWNiV4Cr0g,2,1,0,1
EQD9Ii9UOFnd8lorP5IsEw,1,1,0,1
OmJ0z1Vu0prxkfTROQ5KwQ,0,1,0,1
Qzq-m_TKJ-Iv1BmYLcjlVA,1,1,0,0
E8g8SNXaZb4QUqJMe9JFyw,2,1,1,0
e8aRJbv2EMH5DqMzbDK8wQ,1,1,0,0
lwPLBi3U3HKC0fpXSkyUwQ,1,1,0,0
miUYb0E10sNtXe-qXiYjbw,1,1,0,0
Vw4m_3DyDQgMPU8ouj86ZQ,1,1,0,0
XVjTeFc18ihrT06SU3rnUw,2,1,0,0
_j2EtQtgLuXGRBfbM5YwZA,2,1,0,0
4F_7Ihf9FBXCW6PUllXptA,0,0,0,0
mfQfNIb3TYeBSxsN1WD8eA,1,1,0,1
T3C5Mq-QxshN7qH_HPQMpQ,1,1,0,0
mUohdQQD8EU6qPwspB0AdQ,2,1,1,0
pnh86QLP4XpUiSkYRMkR-w,2,1,0,1
ZVCSVpPiBsw9Go7Sk3SHgQ,0,0,0,0
XnNKFv5xqdPd9K1aAW-uUQ,2,1,0,0
iPUk1Q98-D1YgUmA0DaSQQ,0,0,0,0
aL6HK8EBNMPUWm3zi8xtew,1,1,0,0
YhV93k9uiMdr3FlV4FHjwA,0,0,0,0
8a4ScB2OYz8uVtp1PWP5jg,1,1,0,0
CsS9WsonGYyE3vINi5bxSg,2,1,0,0
QvC9BTeewBxMgdUadFglKw,1,1,0,0
KJn6MkHUXtpMKloNT8_iVw,0,1,0,0
acxuvz6Dbs0d33gJzZX7zg,2,1,1,1
bxQUVVI8LR5RmyTYYJq07A,1,1,1,0
aaganQgquH_n5CWe80haXQ,1,1,0,0
4UmjnX46qbhV6-D5W89IOQ,1,1,0,0
pdTYUCGkYz35utxPyUMoag,2,1,0,1
3Kx4IdA-knGK-9QrGtGl2w,1,1,0,0
VgfqjXetLMxn5X5_uomBkg,2,1,0,1
yjlrIZ5FtsiYFIn3xiaNIw,2,1,1,0
uMfR1JzSJl6s_HZbGLWVXg,0,1,0,0
10Ft6GZPvoZyRWi1bVo3Rw,1,1,0,0
MOi64A9mDpK9zUB8546L8Q,1,1,0,1
c8W-jLGOk74_h9gOa68xSQ,2,1,0,0
I48hKUHApL2ae5yvq7w1eQ,0,0,0,0
9pp4WAPcvgwA_3FsHmMXBA,2,1,1,0
xq0RhDKNNUg8t3JJUqX3fw,1,1,0,0
1ojeNI9mlgKku1qMRpuMOA,1,1,0,0
3cXsW6HxqW1HS4fcNCP1HQ,2,1,1,0
UNMBMKI9FjnO9flxPxV-1w,2,1,1,0
R0QSO4UJaOJ4JzRLTi4uPw,2,1,0,1
079CV1EE5WLdQqVEVYFeHQ,2,1,0,0
COgwFthJpS4We16W5Gf4lw,3,1,1,0
GHxoLiZCORG_38rYV9OYGw,0,1,0,0
SLH_6FIjptg5BEJbYNld6w,2,1,0,0
imQhuHcfewuq88_EmyRrfQ,0,1,0,0
Ghg5fh8Md8Hd6_vnoQj_oQ,0,1,0,0
XA7hhTrBn0QQA18DK-VJoQ,2,1,1,0
bSbAq9ylam6RInhbm2aZKA,1,1,0,1
8AWnAA7aUk8OO5oLz8yvQQ,2,1,0,1
apdb7MGnmnx6nGWBJ0ch_g,1,1,0,1
YJi-xBxsTgegLF116qjQWA,2,1,0,1
9XelmxS5q9tv7uClvjGqMg,1,1,0,0
CDl0tbkfSZS3UHg5_L9gBA,2,1,0,0
8pewDasd0KjSHI90hFo8xw,0,1,1,0
r6bvqwhWy73SgyK_w8Y5Lg,1,1,0,1
GzF4lVSh61sayvwVMp8RmA,2,1,1,0
zdW81Pk8Q3jA5sMj9AHOrA,1,1,0,0
BZSzoBFhkXBUQTx4Cgl5Aw,1,1,0,0
AaLvYFsLuyO1uGk0QLxN5A,1,1,0,1
8OyEa0ArJe8r9CDAFmCUWg,0,1,0,0
KsvJoqJ4aRqv0XYoNdbXXw,1,1,1,0
DXqZZEXApTmRauLzSUh1nQ,1,1,1,0
DDs5YMhAjnP6oA5-eGw_TQ,1,1,0,1
jVJcR4y8q7FuwlK0cYVuyw,2,1,0,0
2jkJ7odjlDIvDqJf2dwzaA,1,1,1,1
TBzgzTFSa7pJXiLD7emYaQ,1,1,1,0
qqs7LP4TXAoOrSlaKRfz3A,2,1,0,1
LR0qF0FEVsCOhYWUOiH26A,3,0,0,0
49fcUkW5tOHlqBakrWTMzQ,1,1,1,0
maJvbTIlMjOoZTcsGUqHOQ,1,1,0,1
oUE9RDKKhb3RZPA8EQRJDw,2,1,1,0
3QQEc5QUP-h6LCkUZQEYQw,2,1,0,1
dg5hk2uYsxrcLs7St66C_A,2,1,0,0
14I5aGqNXvHLKSKS8PAV_w,2,1,0,0
xVHzCbDWCwmyavF5PgJRmg,1,1,1,0
flEnFkUtW5YVowWbenXsSg,1,1,1,0
A1ZRCrjOMOwQGj2hCYWDEQ,1,1,0,0
iQ6ydwCOKHlz8BPpJpj2Zg,2,1,0,0
n-zs5Cxn8MeSVPtodzvqIg,2,1,0,0
BQmrbbfd-7RLj_mqFie3Dw,2,1,0,0
v_XG6rpmOIqxMYyTfNKjaQ,1,1,0,1
6Ve_2kEz18dvhp4q3M5I2Q,1,1,0,0
aIyqvsWX2NPCVjW4EOTHFQ,2,1,0,0
COExayvsDDJOjWTOFZ7a4A,0,1,0,0
v5b0jWUV_F10vBvJ51A_lQ,0,1,0,0
rrEdMe05VYoLju96bA_jzA,2,1,0,1
2O1GOiDhvXywzysqAJHkdA,2,0,0,0
I6MRD0JkDDa74TbVOJ1ykw,1,1,0,0
ftgmU5MuiXK4yP1CU3vqaw,4,0,0,0
l_ph7O9NYyEjMwpSc_TLTw,1,1,0,0
DnalbBqgX7afqSYgO5R8iQ,2,1,0,0
7yYexN1Q5ShE_z1MH2TDTw,2,1,1,1
CVrySTnC86omXXAm0GJMyA,2,1,0,0
NxZIySJr3DjROJBkl_KaEg,2,1,0,0
CzGHuG34OdBugbMLAqi9Sg,1,1,0,0
JnotDMU1KOYHm5kHHuPnyg,1,1,0,0
evJGY4DnDAWP6pJownLY9w,1,1,0,0
IV2CLIAAvF40lIFsu0BJtg,2,1,0,0
rHxc9sR5ELjboLqd_fUzJg,2,1,0,1
ppasQEo3jPkBdwdRGVd9WQ,1,1,0,0
ByR685ThcDqQ_bb4A1oj_Q,2,1,0,0
ZPwx7ktiVluGFVg0L05n5A,2,1,0,1
y7tDTX4WWAvLxwqAMs9D_g,1,1,0,0
qCTuGaciae73u7C57s2_0Q,2,1,1,0
a48i_DFln5e1oaJKNM6BUg,1,1,0,0
CgtLpRLRRKpw5nTvWxlRWQ,0,0,0,0
fzQeUR_AvjpwIWjsMDAbGw,2,1,1,0
CcV9dB7MGQkFI90-UEFcQA,2,1,1,0
nZL3HK70R-WABMoS1T8quA,2,1,0,0
jCu2owbx8mxCrl2c37xoFg,2,1,0,0
PsRvJffbQdaHhK9xHxB06A,1,1,0,0
KGiObVBRve0oEyMBfOywcQ,1,1,0,0
zuwba6QEBIDZT0tJZmNhdQ,2,1,0,0
iHzgeI9ryIniOX9-AJPbcg,1,1,1,0
Hj_pXjhl-J2yjpJX-vyeMA,2,1,0,0
rcjw4QjAbu1jvW6gSNvRlA,1,1,0,0
3fT1kcQ-MVEImGHa3hll5w,1,1,1,1
RWFC8Ht9gWcRc2vX57OPsA,1,1,1,0
akuwT08x4nnjG9yfFcJ-GQ,2,1,0,0
O8sBSjxL8hQbA41lKtcoJg,1,1,0,0
okkgZzoJip30F50mTUc2Rw,1,1,0,0
9kk7eaffUzXwh-KLmKLxzw,2,1,0,0
VAEMdy7M4Cm0fn_Itteemw,2,0,0,0
Y3FcorCGv0U-ecprHT1Hxg,2,1,1,0
_JusTiXCx4qqhO_HfLsUtQ,0,0,1,0
x2CLU-qw2Hpwu2vSGLEorg,1,1,0,0
naO2DJaInOVGG1ZRgA3N6Q,0,0,0,0
ZP_1K8uC-YGbdPQ0KfNJog,2,0,0,0
tEZPHzECrTUVWr07RcKpTw,1,1,0,0
SEjyjYlMfFFzkHaru6JadA,2,1,1,0
FxEJjLZj6UdsOCGcgEufeA,1,1,0,0
Qyg-cSYZyMQhSlS8vEz1bQ,1,1,0,0
uUvnimNxg15Ds9r0SC3oMg,2,1,0,0
9SHoWGXsGOCa5hOjBOzPtg,1,1,1,0
Yg0447fZUQrPfUNBt225iA,0,0,0,0
rmHBam1Z0aBARUd45IG_qw,2,1,1,0
FfG8twx5K18y268Gp4dSKA,2,1,0,1
ftvZ6BVmbZndKcVPEdakIQ,2,1,1,0
twirfhS-LvbQjAoZjoxWOQ,2,1,0,0
SuwhEmo9wE4Tis4i3Sg4Kw,1,1,0,1
9d36_PI9Fh7kZ-Pybr2QiA,2,1,0,1
5K5Fppbmvsw9znotxVOXng,1,1,0,1
_zcM__-4oEMi4aEGyLNIuQ,1,0,0,0
dnBQZpWTyJzTe0QJf7YK5w,1,1,0,0
d8eIgHY4edzci-mGzU5a0Q,0,0,0,0
yjUgQXvycpnH9-lfBA2sgA,1,1,0,0
SpeZAJN0ACO_m3Z4mcqwpA,2,1,0,0
J_btDyZbIv0hZNjrw56zlA,2,1,1,0
dDTJv37DK257kf74ZPBcxg,2,1,0,1
iNdMl5rb4FKFFgmzimuzvQ,1,1,0,0
M-bM5y8qdE-Z3mfZept1EA,1,1,1,0
PlTdQdCWu2_hjbSuenB3pg,1,1,0,0
TZl7YBuzo5awZP8QJDLg_w,2,1,0,0
7NvIgf7XW55OKa5ZU7gw8Q,1,1,0,1
cfT6rmhWvUnbEqfKXhwxYw,2,1,0,0
QNdNPr3f-WdESYo9WabWpw,2,1,0,1
1dX0u7zsjizDvatHEutHdQ,1,1,0,0
omU26JKzbqXhugm0O2U1mA,2,1,0,0
T00dMi_gQdyQkE9GKJFVSQ,1,1,0,0
zTr86H7j2bKQT13KBhBpPQ,1,1,0,0
Dn_x7Fiy4OEmCKHpeAV1Rg,1,1,0,0
NumovRCL1dMSLGpoPnSeWA,1,1,0,0
PpD_gfjcw5nsjRmFeAR3_Q,1,1,0,0
sXLdPB6WWaAN_ZsEAmCF0w,2,1,1,0
YrqQWT5wzBUumklE4B_XfA,1,1,0,1
qGW6A2w5E0rfQV-0f5jrVQ,2,1,0,0
S-FDDYNks1fXSoddvW9WvQ,1,1,0,1
41o1FUbCYKJv2djtnlkzlg,3,1,0,1
wHTPHng-wWg85AF_y8IDuQ,0,0,0,0
qflIO8MUjwBnpY0R9wZ9Nw,3,1,1,0
8Uq4KDu10q1NAjA86v5Oeg,0,0,0,0
yb7ZtgMWSZboG_sSUx9g2A,1,1,0,0
zJgAFcChZslMk76tMcv4xg,0,0,0,0
ukCTLs6T8LY1eUBXiAlmCg,3,0,0,1
bS1QYpfEw7oIteDfTzpH8A,2,1,0,0
ySBvgchqN-sJmvUQVcTpnw,1,1,0,0
fT6Uwl6abRQfiNgxre_qbg,2,1,0,0
iCQpiavjjPzJ5_3gPD5Ebg,1,1,0,0
QKw32mA440qR7iNQ_vQnyQ,2,1,0,0
jylz2TZWeULXS_rn3sal2A,1,1,0,0
CyQXHdumQvxKAkXglORTdQ,0,0,0,0
QoXT0qI6_3WeHImUuLAyjg,2,1,0,0
gtB-1QxTscdPj78UE5sWuQ,2,1,0,0
EDcZRvERC22Cvw1yi4-VKg,2,1,0,1
cRuk2y-LeWL42UVEkLVU3A,2,1,0,0
H_8s_q1voT45Dg45XN5Naw,1,1,1,1
dc2jT85aZGNguurhIwJDbA,1,1,0,1
mU4EnLW8Z6GRvA93HSwInQ,2,1,1,1
mA3kz245czbdqAyJMg9BsQ,2,1,0,1
Zps5RW0brl-s43OvlCgZAQ,2,1,1,0
4x55GDKIP4oHh7H2TKaaHg,1,1,0,0
msPPUPKgPTlGXh2YrBAt-Q,1,1,0,0
I_WWH2vYccjz-QxW3u1zJA,1,1,0,0
OPwC1xFjSwFMVQHy95970w,2,1,1,0
EMHFX2g0xHTKy0RRujkxUA,1,0,0,0
IzwOOLiR1r7YnAK1WR-vDw,2,1,0,0
Zrx25j1M794Nh8fUGB8E9A,2,1,0,0
EnCIojgP5KTr1leaysFE3A,1,1,0,1
pVcaSUJ0IcHvwKwETawT5A,1,1,0,1
4KPp6fLU8WJHJ63bxSb3Ww,2,1,0,0
HJdcjuoTcaf3aBPBxYPc5g,1,1,1,0
BcrTHaJULDlB1XuW4RIb_Q,1,1,0,1
Klb6f5FCiJrHRcTcn_yrnw,1,1,0,0
C9ImzBi5fn742ZcAYDww2A,2,1,0,1
6mUidMn4-TEj3_-LD3lsSQ,1,1,0,0
Q5olb1x6FGk2oLAlc9p5Lg,2,1,0,0
KjCEF8aEk1ZBCrJitRi7fA,2,1,0,1
AkxbEOc5fz89ra9LLijJcw,0,1,0,0
MnYGGxWpMyQ7oncUPjbEmw,2,1,0,0
W5d8iNog90R-qw43m5dGwg,2,1,0,0
jemdJGfzecsGq32yuTnaYQ,2,1,0,0
JOqH0qOAVL7OfkYW3opg4A,0,1,0,0
M1-aQ3XIMoAQeCUS0xQ4Mw,1,1,0,0
SAIrNOB4PtDA4gziNCucwg,3,1,0,0
aGzoMSl-Qy53emT96-Vmcg,1,1,0,0
ngIcoAQTtsDIWuBQcjdHOQ,1,1,0,0
E67gGK8yOn9kkNzx8FzQKA,2,1,0,0
dJyvE8huwBlyUWcjPJJFDQ,1,1,0,0
UDk7qUVIetK3Y3NuARguqg,2,1,1,1
ZAqgv1gply0m_4fHAIffWA,1,1,0,0
tm-0kaz3A2DN6HdRcPwBzw,2,1,0,1
y8wucy_3sH2FGE1auFpkXQ,2,0,1,0
EzvQSacRpQhFU_p8NgiVJw,1,1,0,0
RPO5ISR18Xllgk9ahdPepA,3,1,0,1
FlsVt2Sn3KG2Zr7gKeYQzQ,0,0,0,0
OyUfEt9E5LuGg66_ciGVwg,1,1,0,0
3jUSHsTY3yiW-sJhZKPQzQ,0,0,0,0
ivjJxc3IhwrY8r-ESilEiQ,0,0,0,0
0V18KwdtfsdrIu9xyO4GLg,2,1,0,0
yCK1Ok69D7TSWJESZQZHiQ,2,1,0,0
A6upLxml9nNaVT_V3oIUkg,1,1,0,0
BgthHqiXot2s4Sd_xcI6DQ,2,1,0,1
Ko1VahSCJYqdGs-ElvA_BA,2,0,0,0
sc9GaupuocNSScOm0J88aA,2,1,1,0
PyjnsWzNUTo1n2ohq0QznA,2,1,0,0
9ugldqLxU4IfRO-EG4WrQQ,1,1,0,1
IHoPEi8RltLLGzE3GrT8ww,2,1,0,0
C2OrJwFnulmIRYuqvzBKdg,2,1,0,0
rBqek2924sBTjW1qE2ci2Q,2,1,0,1
6llKs7K_tn8ChXcIM-oTvg,1,1,0,0
_iEl9sCLsvXEFHUWPvgsAg,2,1,0,1
oRgoOhwCex1X9j1iQ9ou3w,2,1,0,0
jCdi1UV7Ffuyav6bSMb3-A,0,0,0,0
QKCu3cKjMAOOZI7tEfv0zg,1,1,1,0
2QFBEf71QHshBxMU_6LCsQ,2,1,1,0
yz2EimDE7bBvq6b4mDe_zg,2,1,0,0
05Solp0aY1YTZqoORMjUTg,2,1,0,0
prmB45ETnpuTwc-p_ztAVA,1,1,1,1
PpHnxQaRP2JNjJODQDX9GA,2,1,0,0
Rnck2nc0j-FbolNiae2grg,2,1,1,0
DE89UdHFMCN6DtYWZuer5A,2,0,0,0
ghVhlFpNhfBwWDFGSlt2JA,2,1,0,0
cJULzry7QBjR5NpUcjZ8Ow,3,0,0,0
8OaXvfag7E7oznV4rVb7vg,1,1,0,1
qB15WElGAlI_eGWjn0kT2w,1,1,0,0
Al-cFxIKoJpbPW9Roy0FEw,2,1,1,0
q9X0rwLBGehmRwXFqlWE-A,1,1,0,0
cxFZ9pFvWvP2DWjw0-G5iQ,1,1,1,0
gyPmHqIqC5-RAAy51oiafQ,2,0,0,0
fzpnaYOqBDjKnnAgFcgR8A,2,1,0,0
CgCp4FAVXFnEuDavxicrfQ,2,1,0,0
FMKaY9ob7ZSxFHT7fBROHg,2,1,1,0
60kO8s_xOEbwqEOwMieMXQ,0,0,0,0
NsbcCa8_i0RQjXLhpeLixw,2,1,0,0
OezwOIJ0_62Mj8MLdkGRAw,0,1,0,1
fCiTjtJYuDyk1xYtauYxEw,0,0,0,0
WUswpeAjbiww_xkSS8jTEA,1,1,1,0
I_a74zmgR-X03LsKISWPcg,1,1,0,1
WzrMNz9eUF78RgZGDTS8xg,2,1,0,0
HkPnai4LMRjAYZkZ2AQLkA,2,1,0,1
fPISsMIXOYZP1uins2Bwyw,2,1,0,1
yP-6hIA3qGWbIz0p9zSaoA,2,1,0,0
dk4Pp6kCZ-17Rf4A5n6dIQ,0,1,0,1
7XvmghjpF4lwigeY1En1_A,0,0,0,0
P0-oxpGOTqRYbXNUye0IFw,2,1,0,0
UjN6x14j9Tj9QbDYy-TzAg,2,1,1,0
9f68hfHK6gNyHWmt9guiJw,1,1,0,0
Zju9aNvftYAJULT3LGsZzA,2,1,0,0
AGHYXLa8ybk-M4OTJKNBnA,2,0,0,0
6W3hdaCjx_n1kADEuORduA,2,1,0,0
VsewHMsfj1Mgsl2i_hio7w,3,1,1,1
qrSsS0pk7SL67MP5nN8tlg,3,1,0,0
AuWFn084piPDQS3T_THJIw,1,1,0,0
ABDFv4oIBA72UkNwVI_uBw,1,1,1,1
yYkvonvBGZB6UMnpzr6Ryw,1,1,0,0
GLVahCssTKPBY_06LzUGQA,1,1,0,1
8XZ4X5WUyM1sWscObramwQ,1,1,0,1
lLXfH0cizwDN3kNVnoTOEg,1,1,0,0
xFN8mRubo3G0oIzJwc8XBA,1,1,0,0
SSFI9syOoz84W9UnptYEPg,1,1,1,0
ZW0EGqx6jeBe_7ihmLykBQ,1,1,1,0
nKph91qATrPCbJ-QwZjDZw,1,0,0,0
sUTgw9d2-OkYSRmF0wK75A,2,1,0,1
333W59XcrXZsJlnBAAx5mQ,2,1,0,1
rnCrmDHCquJwPY9T292l9A,0,0,0,0
9P23-V64kYz3trn9ecaJJA,4,0,0,0
BAbRAGFnht4BM0QG_OM1Og,2,1,0,0
hqi9zoHMqpSLy628aHGVOQ,1,1,0,1
pNZAIoa4qg1ZIHABxzRbVg,0,0,0,0
VIVdyOc5dWBMWdtzM-Hw2A,1,1,0,1
HJEaoW2OUTeZuQcygYUpqQ,1,1,0,0
yUkOP3Tmdp1pWA7p3zHboQ,2,1,0,1
VRwT0pscR5vESCrAnUpNwQ,2,1,0,0
h-Il9oq7rJKkRTIEg9uIOw,2,1,0,0
KvwI8h3xGFFFgA_DahdnAQ,2,1,0,0
n1S7XnZfCCDIWlMZ8yUvEw,1,1,0,1
4zsyBbLzY0lPC1vlvKa9hw,4,0,0,0
BIwjYT9nqbkF7kbzne-tmQ,2,1,0,0
pfpOi3Q-Yap72z2bLKdWPQ,2,1,0,1
aVKBmuvdDmEOgOfqaSF_xA,1,1,0,0
5By2_wEFEzCO1-34AdJxGg,2,1,0,0
nCJMgK00U7J3MyjLqZOSeQ,2,1,0,0
ZGtv3ROGb2TqZil9Ptek3A,1,1,0,0
QWbRrFpE-xXAToUbO83Djg,2,1,0,1
VDT4UpFnwTqkFMOkjPQTwQ,2,0,0,0
YPTR9EI2w75WeuCnS_JJXw,2,0,0,0
A7glw1TI5YmoIQWoMhONpQ,2,1,1,0
Qa4eXuZ1IFPwnVXJcpZWtw,2,1,0,0
FecWyJGnrIk5AYrR7C67xg,1,1,1,0
7i0kkZ79MMkI59qCGilltQ,1,1,0,0
tnmnxPV_H4fOFkDqiDnqwg,2,1,1,1
CqN6eOajC383xL63tu8OAg,2,1,0,0
XTc_HX2KbKzkKrRklZUDiA,2,1,1,0
nT16Y6AsJDwEpUB1JICKzg,2,1,0,0
APIbThZ8PYfWsdK4Z0D5Rg,1,1,0,1
2W7ATgSmo2hnTM3e8081VA,2,1,0,1
_-OJ4-bPGyKQ9Hcc5JeSqw,0,0,0,0
2Wl4o7l54I-EtxtaDpOTzA,2,1,0,0
pwtTn72x7Nqp1imaXw9LvQ,2,1,0,1
QteBKpZTRa2dJ3u7MLiXww,1,1,0,1
MC4becrrM9ntmnfMrD9b0g,2,1,0,0
bgx6gYdktqEoQwBdo5lRbA,1,1,0,0
